platform,keyword,category,itemId,title,price,priceText,originalPrice,priceBand,salesText,shopName,shopId,productUrl,imageUrl,location,stock,giftSignal,captureMethod,captureStatus,capturedAt
天猫,开学礼物 学生,IP潮玩/玩具,822155065396,地球仪3d立体悬浮生日礼物智能AI语言儿童摆件玩具小学生开学礼物,64.0,64.0,188.0,60-99元,1000+,活石旗舰店,1903051676,https://detail.tmall.com/item.htm?id=822155065396,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/1903051676/O1CN017VDjBb1OFevHGsMKX_!!4611686018427380636-0-item_pic.jpg,福建 漳州,5411,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,文具手账,906951525758,熊猫文具礼盒套装儿童开学伴手礼学生学习用品大全六一儿童节礼物,4.5,4.5,7.8,<10元,1000+,牧笛凯旗舰店,2201413029934,https://detail.tmall.com/item.htm?id=906951525758,https://g.search1.alicdn.com/img/bao/uploaded/i4/i4/2201413029934/O1CN01KgW9AC2NFpZ0AJuZT_!!4611686018427383854-0-item_pic.jpg,浙江 金华,12856,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,文具手账,830391763013,儿童女孩子生日礼物女童女生小学生礼盒实用玩具套装10岁开学毕业,208.0,208.0,799.0,200-499元,1000+,北钉旗舰店,2211910179829,https://detail.tmall.com/item.htm?id=830391763013,https://g.search2.alicdn.com/img/bao/uploaded/i4/i2/2211910179829/O1CN01g7bEaV2MTk2ougHnF_!!4611686018427386869-0-item_pic.jpg,浙江 金华,297168,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,IP潮玩/玩具,913236815801,小学生奖品创意四五六年级老师奖励实用小礼品盲盒儿童开学小礼物,11.8,11.8,17.7,10-29元,1000+,天天特卖工厂,3937219703,https://detail.tmall.com/item.htm?id=913236815801,https://g.search3.alicdn.com/img/bao/uploaded/i4/i4/3937219703/O1CN01tfpRB32LY27hN39mu_!!3937219703-0-C2M.jpg,浙江 杭州,47552,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,IP潮玩/玩具,828038874400,创意名人立牌小摆件奖励小学生小礼物初中高中生小礼品开学小礼物,6.5,6.5,21.5,<10元,1000+,牧笛凯旗舰店,2201413029934,https://detail.tmall.com/item.htm?id=828038874400,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/2201413029934/O1CN01EBQYbi2NFpVDBtXa2_!!0-item_pic.jpg,浙江 金华,880,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,文具手账,836582522592,开学礼物励志文具实用奖品初中生学生老师课堂奖励小礼品生日奖品,8.9,8.9,21.0,<10元,1000+,沐家乐礼品旗舰店,2218668788480,https://detail.tmall.com/item.htm?id=836582522592,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2218668788480/O1CN01T8U9jK2CVtd8lCbSZ_!!0-item_pic.jpg,浙江 金华,223,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,文具手账,825307508006,励志礼品套装可爱名人高颜值迷你记事本书签幼儿园小学生开学礼物,3.0,3.0,3.5,<10元,1000+,栎童旗舰店,2215627661566,https://detail.tmall.com/item.htm?id=825307508006,https://g.search2.alicdn.com/img/bao/uploaded/i4/i2/2215627661566/O1CN01lb9M8U1NRHDhEqZ04_!!0-item_pic.jpg,浙江 金华,12474,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,其他礼物/综合,995557602615,儿童开学礼物小学生会说话的地球仪闹钟夜光数字显示创意礼品,48.0,48.0,330.0,30-59元,1000+,天屿诺唯专卖店,3317561784,https://detail.tmall.com/item.htm?id=995557602615,https://g.search3.alicdn.com/img/bao/uploaded/i4/i4/3317561784/O1CN01ViEeK91P37gaowpBt_!!4611686018427386296-2-item_pic.png,浙江 金华,11892,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,IP潮玩/玩具,1022773862328,小学生奖品创意四五六年级老师奖励实用小礼品盲盒儿童开学小礼物,11.63,11.63,11.63,10-29元,100+,天天特卖工厂,3937219703,https://detail.tmall.com/item.htm?id=1022773862328,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/3937219703/O1CN01SRvsi02LY2ANAcPkw_!!3937219703-0-C2M.jpg,浙江 杭州,1000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,开学礼物 学生,文具手账,714088919240,奖励小学生小礼品四五六年级初中生开学礼物班级积分兑换文具奖品,9.9,9.9,29.4,<10元,100+,天天特卖工厂,3937219703,https://detail.tmall.com/item.htm?id=714088919240,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/3937219703/O1CN01fT0JEY2LY2AZJCJ1m_!!3937219703-0-C2M.jpg,浙江 杭州,40936,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,899586215162,考试专用文具套装礼盒初中开学礼物大礼包初三中考仪式感金榜题名礼盒高考加油励志礼品中考小学生生日伴手礼,22.8,22.8,32.8,10-29元,1000+,天才巴士旗舰店,2208250920284,https://detail.tmall.com/item.htm?id=899586215162,https://g.search.alicdn.com/img/bao/uploaded/i4/i2/2208250920284/O1CN01Ae2RjZ1Dy7Zeq9pTk_!!4611686018427387228-0-item_pic.jpg,浙江 金华,786,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,1046828199071,铃兰蝴蝶文具套装女孩六一儿童节61礼盒开学大礼包儿童学习用品盲盒男孩幼儿园生日礼物伴手礼奖励小礼品蓝色,30.44,30.44,64.5,30-59元,1000+,故人庄旗舰店,2207328147713,https://detail.tmall.com/item.htm?id=1046828199071,https://g.search1.alicdn.com/img/bao/uploaded/i4/i4/2207328147713/O1CN01CkFVYZ26qbzdFl4Gh_!!4611686018427386113-2-item_pic.png,浙江 绍兴,2100,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,822924986571,卡皮巴拉文具套装开学礼物儿童节生日伴手礼礼盒女孩十岁学习用品,29.2,29.2,44.8,10-29元,1000+,天才巴士旗舰店,2208250920284,https://detail.tmall.com/item.htm?id=822924986571,https://g.search2.alicdn.com/img/bao/uploaded/i4/i1/2208250920284/O1CN015Cik6d1Dy7SfatWBJ_!!0-item_pic.jpg,浙江 金华,5736,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,929411629433,得力文具套装礼盒儿童节礼物开学礼品大礼包幼儿园生日伴手礼小学一年级二年级洞洞铅笔文具学习用品幼升小,2.25,2.25,2.45,<10元,1000+,Deli得力前程似锦专卖店,2219596761624,https://detail.tmall.com/item.htm?id=929411629433,https://g.search3.alicdn.com/img/bao/uploaded/i4/i2/2219596761624/O1CN019iX36m1NrqIrnz9i3_!!4611686018427382296-0-item_pic.jpg,浙江 绍兴,13298,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,897436463964,宇航员文具套装礼盒一年级开学大礼包学习用品男孩毕业奖励毕业礼物奖励生日礼物伴手礼小学生实用型文具盲盒,31.8,31.8,49.8,30-59元,1000+,光锥旗舰店,2201487629542,https://detail.tmall.com/item.htm?id=897436463964,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/2201487629542/O1CN01KYbbz02KMIJsMO8dT_!!4611686018427387110-0-item_pic.jpg,浙江 金华,1,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,765982365901,得力励志文具礼盒套装小学生六一儿童节礼物开学大礼包男女孩中考高考考试专用文具套装一年级学习用品伴手礼,12.87,12.87,12.9,10-29元,1000+,得力启聚专卖店,3556853151,https://detail.tmall.com/item.htm?id=765982365901,https://g.search1.alicdn.com/img/bao/uploaded/i4/i1/3556853151/O1CN016ugGSm1Z9CvKVH5qo_!!0-item_pic.jpg,江苏 南京,224230,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,1049993844562,三角洲行动文具套装礼盒一年级幼儿园奖励男孩玩具盲盒套盒毕业礼物开学大礼包小学生学习用品儿童生日伴手礼,28.9,28.9,28.9,10-29元,1000+,鲸久不止专卖店,2219798101087,https://detail.tmall.com/item.htm?id=1049993844562,https://g.search2.alicdn.com/img/bao/uploaded/i4/i3/2219798101087/O1CN013SzVix1Jttf5VgXbg_!!4611686018427386975-0-item_pic.jpg,浙江 金华,17763,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,809383719951,笔记本本子套装礼盒文具用品毕业礼物开学小学生伴手礼定制故宫文创手账本中国风高颜值纪念品可印logo商务,13.8,13.8,23.0,10-29元,1000+,巨科旗舰店,2209158917429,https://detail.tmall.com/item.htm?id=809383719951,https://g.search3.alicdn.com/img/bao/uploaded/i4/i2/2209158917429/O1CN019da6kH24kXRGqlf3a_!!4611686018427383093-0-item_pic.jpg,浙江 金华,132655,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,文具礼盒 开学伴手礼,文具手账,962722869101,卡皮巴拉文具套装礼盒一年级开学文具大礼包实用学习用品入学必备9岁生日礼物女孩笔袋男生女生伴手礼水豚,34.8,34.8,47.8,30-59元,1000+,光锥旗舰店,2201487629542,https://detail.tmall.com/item.htm?id=962722869101,https://g.search1.alicdn.com/img/bao/uploaded/i4/i3/2201487629542/O1CN01QDATJx2KMIL9xne8p_!!4611686018427387110-0-item_pic.jpg,浙江 金华,694,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,901770030516,晨光金榜题名中高考考试专用文具套装礼物盒必备全套一整套考研公2026可带入考场学生答题卡2b涂卡笔孔庙祈福,28.63,28.63,35.9,10-29元,1000+,mg晨光晨华专卖店,3317342044,https://detail.tmall.com/item.htm?id=901770030516,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/3317342044/O1CN01cN2TjS1QyChKtpnx3_!!4611686018427387740-0-item_pic.jpg,河北 石家庄,21345,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,688513791839,【毕业礼物】点石时空舱礼盒中性笔文具套装太空舱笔男生文具礼盒生日礼物黑科技学生一年级必备大礼包350E,59.9,59.9,171.8,30-59元,1000+,点石文具官方旗舰店,2200593264978,https://detail.tmall.com/item.htm?id=688513791839,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2200593264978/O1CN01k3twkw1mdylAZaA5V_!!4611686018427384146-0-item_pic.jpg,山东 青岛,1644,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,711744400643,礼悦纪|手账本礼盒套装毕业季奖励小学生毕业礼物女童礼物女生生日礼品笔记本高颜值笔记本本子手帐文具套装,22.8,22.8,59.6,10-29元,1000+,礼悦纪旗舰店,2212531173826,https://detail.tmall.com/item.htm?id=711744400643,https://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2212531173826/O1CN011bZkeO1e8MJCrMPd2_!!0-item_pic.jpg,浙江 金华,24696,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,680173571066,晨光电动文具套装充电款手提礼盒小学生一二三年级学习用品送礼礼盒儿童节生日礼物幼儿园开学大礼包男孩女孩,59.0,59.0,198.0,30-59元,1000+,晨光官方旗舰店,682114580,https://detail.tmall.com/item.htm?id=680173571066,https://g.search3.alicdn.com/img/bao/uploaded/i4/i4/682114580/O1CN01P613ab1jhh0syTw4K_!!4611686018427387412-0-item_pic.jpg,上海,7701,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,945292583597,幼儿园毕业礼物文具套装学生礼品仪式感奖品生日儿童分享伴手礼物,2.6,2.6,2.6,<10元,1000+,甜果文具百货萌物店,2208137677743,https://detail.tmall.com/item.htm?id=945292583597,https://g.search.alicdn.com/img/bao/uploaded/i4/i2/2208137677743/O1CN01VI46N3274Lo2XZlWN_!!2208137677743.jpg,浙江 金华,13884,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,773940591952,晨光金榜题名中考考试专用文具套装中学生文具礼盒可带入考场孔庙文具礼物考公务员研究生专用笔全套,21.0,21.0,26.25,10-29元,1000+,晨光文教用具旗舰店,2982875506,https://detail.tmall.com/item.htm?id=773940591952,https://g.search2.alicdn.com/img/bao/uploaded/i4/i2/2982875506/O1CN01JWH2Vw1qXnmBUnr0v_!!4611686018427384178-0-item_pic.jpg,上海,1170880,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,1003416360827,油画风景笔记本本子礼盒定制毕业礼物送学生实用中考仪式感文具套装手账本送老师伴手礼日记本记事本生日礼物,13.8,13.8,50.0,10-29元,1000+,无印风旗舰店,2212518935026,https://detail.tmall.com/item.htm?id=1003416360827,https://g.search3.alicdn.com/img/bao/uploaded/i4/i3/2212518935026/O1CN01QPC5l31mzxjmOlUpc_!!4611686018427386354-0-item_pic.jpg,浙江 金华,900,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,1020140737849,笔记本套装礼盒复古蝴蝶手账本高颜值文具套装小学生奖励日记本子生日礼物女生六年级毕业礼物儿童伴手礼回礼,19.8,19.8,32.8,10-29元,1000+,静默旗舰店,2212567806198,https://detail.tmall.com/item.htm?id=1020140737849,https://g.search.alicdn.com/img/bao/uploaded/i4/i2/2212567806198/O1CN01408P6B1vejwD2Gnlq_!!4611686018427384054-0-item_pic.jpg,浙江 金华,1400,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,1037125274965,星星人文具套装礼盒小学生毕业大礼包幼儿园男孩奖励礼品一年级学习用品盲盒实用女孩儿童生日礼物伴手礼盲袋,18.9,18.9,18.9,10-29元,1000+,鲸久不止专卖店,2219798101087,https://detail.tmall.com/item.htm?id=1037125274965,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2219798101087/O1CN01hQTpxQ1JtteXTilgG_!!4611686018427386975-0-item_pic.jpg,浙江 金华,12370,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,1049113565743,三角洲行动文具套装礼盒一年级小学生学习用品初中生豪华文具盲盒10岁生日礼物高颜值伴手礼儿童盲袋大礼包,28.9,28.9,57.8,10-29元,1000+,twhale旗舰店,2213790767605,https://detail.tmall.com/item.htm?id=1049113565743,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/2213790767605/O1CN01ITM9Fr2639Dbrvqt7_!!4611686018427386357-0-item_pic.jpg,浙江 金华,17742,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生文具套装 礼物,文具手账,815310218194,卡皮巴拉电动文具套装礼盒幼儿园毕业礼物一年级大礼包卡皮吧啦儿童初中生日礼物学习小学生男女孩必备,44.74,44.74,89.48,30-59元,1000+,学物社旗舰店,2138614417,https://detail.tmall.com/item.htm?id=815310218194,https://g.search1.alicdn.com/img/bao/uploaded/i4/i1/2138614417/O1CN01lAU3GZ1iV2SGUZPd5_!!4611686018427382417-0-item_pic.jpg,四川 成都,253954,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,968615533394,台灯超长续航大学生宿舍悬挂磁吸床上头灯内用小夜灯好物床帘挂灯,32.4,32.4,32.4,30-59元,1000+,默默爱少女心杂货店,93420747,https://detail.tmall.com/item.htm?id=968615533394,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/93420747/O1CN01CESIMi1HOAysIck0N_!!4611686018427387083-0-item_pic.jpg,上海,4590,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,682562474090,床边挂篮置物架大学生寝室床头零食收纳上铺神器开学用品宿舍好物,18.9,18.9,33.8,10-29元,1000+,卡维瑞旗舰店,2452632628,https://detail.tmall.com/item.htm?id=682562474090,https://g.search1.alicdn.com/img/bao/uploaded/i4/i4/2452632628/O1CN01rVIRA81VHfwc8oC8y_!!4611686018427384884-0-item_pic.jpg,河北 邢台,46504,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,975209838797,寝室墙上免打孔好物床头收纳盒粘贴式床上挂墙架大学生宿舍置物架,13.8,13.8,23.8,10-29元,1000+,上铺之城 宿舍用品原创品牌,862000600,https://detail.tmall.com/item.htm?id=975209838797,https://g.search2.alicdn.com/img/bao/uploaded/i4/i3/862000600/O1CN01nIZVSh1GIqjGqCZUX_!!862000600.jpg,广东 广州,248515,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,1017034732661,挂钩台灯大学生宿舍灯超长续航悬挂床上用小夜灯好物上铺改造神器,12.5,12.5,12.8,10-29元,1000+,程呈灯饰生活馆,2201937721512,https://detail.tmall.com/item.htm?id=1017034732661,https://g.search3.alicdn.com/img/bao/uploaded/i4/i3/2201937721512/O1CN01LZvbBa1N2XyGWk8bk_!!2201937721512.jpg,广东 汕头,30000,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,988052875698,宿舍床边挂篮床头置物架免打孔大学生上下铺零食架寝室好物收纳篮,4.2,4.2,4.2,<10元,1000+,一米阳光家居生活馆,2214036640470,https://detail.tmall.com/item.htm?id=988052875698,https://g.search.alicdn.com/img/bao/uploaded/i4/i2/2214036640470/O1CN0155Ji9h1FLJFVFTNRM_!!2214036640470.jpg,浙江 金华,128713,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,731449093773,密码锁宿舍好物大学生开学必备军训入学高中初中住校生活用品大全,3.8,3.8,12.6,<10元,100+,朋意旗舰店,368811398,https://detail.tmall.com/item.htm?id=731449093773,https://g.search1.alicdn.com/img/bao/uploaded/i4/i3/368811398/O1CN015mQYP51MCKZ1dcxdy_!!0-item_pic.jpg,浙江 金华,562875,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,893369136369,大学生宿舍床上灯悬挂上铺床帘内风扇灯蚊帐床上用小夜灯必备好物,58.0,58.0,58.0,30-59元,100+,蓝鲨家居专营店,3528821635,https://detail.tmall.com/item.htm?id=893369136369,https://g.search2.alicdn.com/img/bao/uploaded/i4/i3/3528821635/O1CN01iVybBg1NwsbVdcRqr_!!4611686018427382659-0-item_pic.jpg,广东 中山,194684,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,737067628524,宿舍床上收纳挂袋挂式置物架收纳袋上铺置物袋大学生神器好物用品,31.79,31.79,38.2,30-59元,100+,栋哈 简奢美学生活,355000788,https://detail.tmall.com/item.htm?id=737067628524,https://g.search3.alicdn.com/img/bao/uploaded/i4/i1/355000788/O1CN01tLDGYY1HgwyQcRgxy_!!355000788.jpg,浙江 杭州,23892,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,816047919067,大学生宿舍好物床头床边挂篮大学寝室上下铺收纳神器下铺置物架,13.8,13.8,23.8,10-29元,100+,卡尚美旗舰店,2208055252462,https://detail.tmall.com/item.htm?id=816047919067,https://g.search.alicdn.com/img/bao/uploaded/i4/i2/2208055252462/O1CN010lG3bW1U3e5OhNtbn_!!0-item_pic.jpg,广东 广州,3001269,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,996242767995,免打孔墙上置物架大学生宿舍好物寝室床上床头挂篮放纸巾收纳神器,10.0,10.0,20.0,10-29元,100+,山茶树旗舰店,2218727884448,https://detail.tmall.com/item.htm?id=996242767995,https://g.search1.alicdn.com/img/bao/uploaded/i4/i1/2218727884448/O1CN01HT4iKo1ijEo8J7oT9_!!4611686018427381408-0-item_pic.jpg,山东 临沂,24914,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,970210094168,宿舍墙上置物架免打孔寝室好物大学生床上墙面挂篮床边壁挂收纳架,10.44,10.44,18.07,10-29元,100+,山茶树旗舰店,2218727884448,https://detail.tmall.com/item.htm?id=970210094168,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2218727884448/O1CN01DagHOW1ijEm6sYedK_!!4611686018427381408-0-item_pic.jpg,山东 临沂,53654,,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,宿舍好物 大学生,宿舍生活,952187147737,宿舍墙上置物架免打孔寝室好物大学生床上墙面挂篮床边壁挂收纳架,10.44,10.44,18.07,10-29元,100+,山茶树旗舰店,2218727884448,https://detail.tmall.com/item.htm?id=952187147737,https://g.search2.alicdn.com/img/bao/uploaded/i4/i2/2218727884448/O1CN01DagHOW1ijEm6sYedK_!!4611686018427381408-0-item_pic.jpg,山东 临沂,52508,,JustOneAPI search-item-list/v1,ok,2026-06-12
